,datetime,feature1,feature2,feature3
0,2017-01-01 00:00:00,8.737264905670072,-0.1624671067247543,-0.1624671067247543
1,2017-01-01 01:00:00,7.805001220176509,-0.23870407368171073,-0.19943456923815406
2,2017-01-01 02:00:00,6.4974387472200155,-0.13661770958269456,-0.05808112302359118
3,2017-01-01 03:00:00,9.309663407241603,-0.3056144783480421,-0.18781565417999135
4,2017-01-01 04:00:00,5.684680223856982,0.564779087166512,0.7218328825571535
5,2017-01-01 05:00:00,5.534204068205911,-0.1795048505226224,0.016794228272720646
6,2017-01-01 06:00:00,7.136877914216794,0.059742463390898976,0.29527471693911234
7,2017-01-01 07:00:00,10.080007565788293,0.02778048442675618,0.30253138398898494
8,2017-01-01 08:00:00,9.0672574392896,0.3438421627856354,0.6577947604322023
9,2017-01-01 09:00:00,8.553915283868072,0.6277963848337446,0.9809313144895779
10,2017-01-01 10:00:00,10.176337859825964,0.9048884133208328,1.2971838919600576
11,2017-01-01 11:00:00,8.228651661668312,0.5502047277263635,0.9816365567159804
12,2017-01-01 12:00:00,8.13404244448195,0.4924475032189464,0.962989069811518
13,2017-01-01 13:00:00,6.591795473126208,0.8097379663875561,1.3193602453628062
14,2017-01-01 14:00:00,8.426977299833807,0.3593439027692723,0.9080154582244987
15,2017-01-01 15:00:00,9.243566080321768,0.9427620710177103,1.5304490583068984
16,2017-01-01 16:00:00,6.324373340680223,0.5595519042958487,1.18621807211737
17,2017-01-01 17:00:00,9.097244755944798,0.6224177237788049,1.2880244164115666
18,2017-01-01 18:00:00,5.524445752063783,0.8146968092722353,1.5192029689601485
19,2017-01-01 19:00:00,7.888770375958729,0.7109616139838446,1.4543237834684595
20,2017-01-01 20:00:00,9.187294257208428,0.8943027357761288,1.6764750609772832
21,2017-01-01 21:00:00,9.146250846113617,0.9535942490206167,1.7745284818649316
22,2017-01-01 22:00:00,8.408187356328654,0.8457867501588909,1.7054322515559388
23,2017-01-01 23:00:00,10.283038938834236,0.8469927229384039,1.7452964659043668
24,2017-01-02 00:00:00,5.472209380164464,0.7473820737676428,1.6842886466962659
25,2017-01-02 01:00:00,8.081638088705153,0.9663284842987224,1.9417800943793635
26,2017-01-02 02:00:00,8.310063690035706,0.8647287330298272,1.8786652098123897
27,2017-01-02 03:00:00,7.740886969180054,1.0237877994159479,2.0761465985224765
28,2017-01-02 04:00:00,9.04308068013354,0.8590913707067271,1.94980757768944
29,2017-01-02 05:00:00,9.803954088079522,1.0461200237936457,2.175126358139164
30,2017-01-02 06:00:00,10.039665854845653,1.0058229456752148,2.173049764954742
31,2017-01-02 07:00:00,6.1975567112452365,0.5129177387829439,1.7182930429481371
32,2017-01-02 08:00:00,7.303154688541489,1.0097623504182553,2.253211786242529
33,2017-01-02 09:00:00,6.181176805046373,0.7321813438903826,2.0136282095553657
34,2017-01-02 10:00:00,6.282750636667644,0.9096659618666736,2.2290312116935382
35,2017-01-02 11:00:00,7.419418117086326,0.42885009364896287,1.786052342974334
36,2017-01-02 12:00:00,7.430519151872534,1.096115184188211,2.4910707143843576
37,2017-01-02 13:00:00,10.546059521373444,1.0394442306831215,2.472066994322113
38,2017-01-02 14:00:00,8.991627349877717,1.2571373186878776,2.7273389448493974
39,2017-01-02 15:00:00,5.771469423167464,1.178950980292061,2.6866407800145398
40,2017-01-02 16:00:00,9.99206148471505,0.5778668805831305,2.1229518524578674
41,2017-01-02 17:00:00,8.491890731748075,1.0961462827033919,2.6785311186113225
42,2017-01-02 18:00:00,9.543204448619358,0.9142097192435468,2.5337968102342936
43,2017-01-02 19:00:00,9.402446763622468,0.993579212638189,2.650268654951044
44,2017-01-02 20:00:00,8.698817068447099,0.7934294957017255,2.4871190969281827
45,2017-01-02 21:00:00,9.91916689064633,0.8636509233012029,2.5942362086886677
46,2017-01-02 22:00:00,8.74904385143483,0.5297512384516228,2.2971254573479087
47,2017-01-02 23:00:00,9.187427297946018,0.505251798200864,2.3093059306390726
48,2017-01-03 00:00:00,6.602812226242026,0.9873502281210474,2.827972991544437
49,2017-01-03 01:00:00,6.723891647933119,0.9712969942276877,2.8483748503541033
50,2017-01-03 02:00:00,8.515057294391024,0.40568314915272574,2.3191003109781745
51,2017-01-03 03:00:00,8.436804348652995,0.7354559109519063,2.685094349892848
52,2017-01-03 04:00:00,8.702830436078589,0.5480110640201777,2.533750517194081
53,2017-01-03 05:00:00,10.93323243853971,0.4756919070819572,2.4974098847256823
54,2017-01-03 06:00:00,8.20965047354325,0.7244503134501321,2.7820221064756763
55,2017-01-03 07:00:00,7.171154658782202,0.7875414549496844,2.880840142636825
56,2017-01-03 08:00:00,10.531016209109405,0.18501023854174564,2.313906696367109
57,2017-01-03 09:00:00,6.587249269015963,0.36662222057781724,2.530985128179887
58,2017-01-03 10:00:00,8.522207479381576,0.13460878690622466,2.3343046361858004
59,2017-01-03 11:00:00,9.204296954264969,-0.09384137112299945,2.1410517322326066
60,2017-01-03 12:00:00,7.336571210769458,0.3891944501248914,2.659146948822625
61,2017-01-03 13:00:00,9.566694930810044,0.1812537537728793,2.486125626450191
62,2017-01-03 14:00:00,6.720728430922525,0.049085482623863586,2.3887345539267306
63,2017-01-03 15:00:00,7.746937491961765,0.06444241175586385,2.4387243611088367
64,2017-01-03 16:00:00,8.589013628824505,0.021559078096955994,2.4303274486055324
65,2017-01-03 17:00:00,8.247893060249847,-0.11613530345671072,2.326970904028064
66,2017-01-03 18:00:00,10.1199667894138,-0.4405939705239236,2.036699371638114
